interaction_id,user_id,place_id,liked,visited,rating
393,211,149,True,True,4.3
394,931,86,True,False,3.6
395,752,3,False,False,1.7
396,176,24,True,True,4.5
397,906,125,False,False,1.4
398,673,17,False,False,1.2
399,335,16,True,True,3.6
400,832,9,True,True,3.7
401,541,129,True,True,4.5
402,67,29,True,True,5.0
403,191,126,True,True,4.3
404,252,51,True,True,4.3
405,336,85,True,True,3.8
406,458,122,True,True,3.7
407,577,18,True,True,4.0
408,470,23,True,True,3.8
409,953,50,False,False,1.7
410,509,42,True,False,4.0
411,785,129,True,True,3.8
412,76,59,True,False,4.9
413,400,85,True,False,4.3
414,608,84,False,False,2.0
415,361,3,True,False,4.0
416,605,144,False,False,2.9
417,803,53,True,True,3.5
418,466,25,True,False,4.6
419,431,44,True,True,4.1
420,440,55,True,True,4.9
421,208,119,True,True,4.7
422,134,47,True,True,4.3
423,860,79,False,False,2.8
424,69,90,True,True,4.8
425,689,36,False,False,2.1
426,743,116,True,True,4.9
427,331,4,True,True,3.6
428,127,50,True,True,4.4
429,196,25,True,True,3.8
430,363,30,True,True,3.7
431,140,69,True,True,4.4
432,169,132,True,True,4.0
433,648,11,True,True,3.9
434,949,122,False,False,1.8
435,609,74,True,True,4.5
436,989,85,True,True,3.8
437,697,94,True,True,4.7
438,57,40,True,True,5.0
439,980,133,True,True,4.7
440,933,117,True,False,4.6
441,293,58,True,True,4.8
442,384,79,False,False,1.9
443,454,52,True,False,4.2
444,751,108,True,True,4.2
445,561,41,False,False,2.5
446,491,87,True,False,4.7
447,129,143,False,False,2.9
448,216,49,True,True,4.4
449,792,137,False,False,1.9
450,685,125,False,False,2.4
451,921,61,True,True,4.5
452,129,23,False,False,2.4
453,513,2,True,True,4.3
454,850,131,False,False,1.2
455,620,1,False,False,2.9
456,738,87,True,False,3.6
457,845,108,True,True,3.5
458,953,90,True,True,4.1
459,274,54,True,True,4.4
460,208,23,True,True,5.0
461,561,119,True,True,5.0
462,216,13,True,True,4.1
463,757,45,True,False,4.7
464,516,108,False,False,3.1
465,116,51,False,False,1.9
466,201,103,True,True,4.3
467,361,10,True,True,4.9
468,331,63,False,False,2.6
469,698,31,True,True,4.6
470,37,41,True,False,3.6
471,628,110,True,True,4.7
472,1000,29,True,True,4.3
473,276,94,True,True,4.4
474,670,105,True,True,4.3
475,371,143,False,False,2.4
476,978,74,False,False,2.7
477,270,100,True,False,5.0
478,432,34,True,False,3.6
479,487,59,False,False,3.3
480,320,59,False,False,2.9
481,707,46,True,True,4.7
482,279,72,True,True,4.6
483,409,45,False,False,2.9
484,854,149,True,False,4.6
485,314,102,True,True,3.8
486,783,83,False,False,2.9
487,236,89,True,True,4.3
488,479,108,True,True,4.8
489,774,66,True,True,4.4
490,331,13,True,False,3.9
491,363,136,True,False,4.0
492,633,62,True,False,3.7
493,333,98,True,True,3.8
494,865,20,True,False,3.7
495,201,132,True,True,4.6
496,290,19,True,False,4.2
497,229,10,False,False,1.0
498,380,30,True,False,4.5
499,769,145,False,False,2.5
500,709,35,False,False,3.1
501,801,113,True,True,4.5
502,549,118,False,False,2.8
503,792,123,True,True,4.5
504,580,126,True,False,4.7
505,70,62,True,True,4.2
506,738,145,True,True,3.5
507,282,53,False,False,2.6
508,853,97,True,True,4.8
509,943,7,True,False,4.3
510,236,25,True,False,4.5
511,711,36,True,False,4.7
512,199,65,True,True,4.7
513,652,96,True,True,4.9
514,96,91,True,True,4.9
515,877,88,True,True,3.7
516,114,20,True,False,4.6
517,393,34,True,True,3.9
518,200,73,True,True,4.5
519,545,4,True,False,4.9
520,440,64,True,False,4.2
521,305,135,False,False,2.9
522,467,110,True,False,4.7
523,618,77,False,False,3.2
524,454,10,True,True,4.4
525,201,143,False,False,3.3
526,70,132,True,False,4.5
527,198,40,True,True,3.8
528,946,145,True,True,3.6
529,55,81,True,False,4.4
530,170,100,True,True,4.0
531,447,74,False,False,2.1
532,349,147,True,False,3.6
533,244,147,False,False,2.6
534,754,119,False,False,3.1
535,746,24,True,False,3.6
536,718,129,False,False,2.1
537,451,83,True,True,3.8
538,963,37,True,False,4.2
539,628,103,True,False,3.7
540,502,16,True,True,4.7
541,876,49,True,False,4.7
542,767,54,True,True,4.1
543,698,114,False,False,1.1
544,118,103,True,True,4.7
545,881,45,True,True,3.8
546,268,30,True,False,4.1
547,748,72,True,True,4.1
548,924,58,True,True,4.9
549,468,119,True,True,3.5
550,343,53,True,True,3.6
551,847,97,True,True,3.8
552,367,91,True,True,3.8
553,868,58,False,False,1.1
554,473,147,True,True,4.7
555,272,48,False,False,3.2
556,179,13,False,False,2.2
557,193,31,False,False,2.7
558,248,32,True,True,4.5
559,87,6,True,True,3.6
560,128,99,True,True,4.2
561,196,141,False,False,2.1
562,311,79,True,False,4.4
563,836,142,True,False,3.6
564,890,57,True,True,3.8
565,169,96,True,True,4.7
566,144,109,True,True,5.0
567,157,46,False,False,2.2
568,982,9,False,False,1.7
569,238,77,True,True,4.4
570,194,76,True,True,3.5
571,794,46,True,False,3.6
572,586,51,True,False,4.7
573,207,67,True,True,3.5
574,589,96,True,True,3.6
575,455,111,True,False,4.8
576,590,54,True,True,4.7
577,784,116,True,False,4.1
578,515,132,False,False,3.1
579,203,129,True,True,3.5
580,277,105,True,False,4.3
581,276,117,False,False,2.8
582,927,30,False,False,2.6
583,820,150,True,True,4.0
584,236,71,True,True,4.6
585,594,118,False,False,1.6
586,351,15,True,False,4.4
587,262,138,True,True,4.0
588,114,127,False,False,1.7
589,140,134,True,True,4.3
590,915,21,True,False,4.3
591,146,135,True,False,4.9
592,533,116,False,False,2.1
593,174,82,False,False,1.7
594,425,50,True,False,4.2
595,1000,35,False,False,2.3
596,479,29,True,True,4.5
597,735,53,True,False,3.8
598,679,131,True,True,4.5
599,190,131,True,False,4.8
600,198,71,True,True,4.7
601,287,105,True,True,5.0
602,609,118,True,True,3.7
603,648,94,True,False,4.8
604,325,17,True,True,4.0
605,926,87,True,True,4.3
606,273,72,True,True,4.1
607,297,25,True,False,4.1
608,407,25,True,True,4.0
609,124,83,True,False,4.0
610,426,40,True,False,5.0
611,417,68,True,True,4.9
612,292,141,True,False,4.9
613,67,27,True,True,4.1
614,330,104,True,True,4.5
615,269,54,False,False,1.7
616,780,65,True,True,4.5
617,976,49,True,True,4.0
618,701,136,True,False,4.1
619,551,36,True,True,5.0
620,314,67,False,False,2.1
621,70,21,True,False,4.1
622,670,53,True,True,3.6
623,487,37,True,False,5.0
624,20,122,False,False,2.8
625,680,20,True,False,4.1
626,69,46,True,True,3.8
627,721,107,False,False,1.1
628,750,126,True,True,4.3
629,680,70,True,True,3.9
630,400,92,True,False,4.1
631,671,102,False,False,1.6
632,842,79,True,False,3.6
633,556,130,False,False,2.5
634,261,147,False,False,1.3
635,103,130,True,True,4.8
636,438,142,True,True,4.1
637,40,50,True,True,4.9
638,255,115,True,True,3.6
639,714,71,True,False,4.7
640,986,86,True,False,4.5
641,136,117,True,False,3.5
642,501,113,True,True,4.0
643,89,18,True,True,3.8
644,202,53,False,False,2.3
645,473,54,True,False,3.7
646,652,128,True,False,4.9
647,190,15,True,True,4.7
648,648,118,True,False,3.5
649,460,74,False,False,1.3
650,690,49,True,True,3.6
651,248,138,True,False,3.6
652,571,89,False,False,2.2
653,803,13,True,True,3.6
654,228,50,False,False,1.4
655,816,10,True,False,4.9
656,98,31,True,True,4.6
657,857,61,True,True,4.4
658,273,32,True,True,3.9
659,71,20,False,False,1.2
660,677,99,True,False,4.0
661,386,38,True,False,3.8
662,652,118,True,True,3.8
663,698,129,False,False,1.3
664,748,53,True,False,4.6
665,594,49,True,True,3.7
666,615,72,True,True,5.0
667,604,12,True,True,4.8
668,995,51,True,False,4.2
669,941,98,True,False,4.2
670,261,15,True,False,3.6
671,353,3,True,True,3.7
672,853,145,False,False,1.8
673,35,10,False,False,1.3
674,309,120,True,True,3.9
675,750,128,True,True,4.4
676,156,150,True,False,3.7
677,952,10,True,True,3.7
678,386,80,True,True,4.5
679,592,37,True,True,4.4
680,834,93,True,False,4.7
681,788,85,False,False,2.2
682,32,17,True,False,4.3
683,281,18,True,False,4.1
684,511,143,True,True,3.5
685,232,139,False,False,1.7
686,720,114,True,False,4.2
687,738,10,True,False,4.5
688,870,51,False,False,2.2
689,425,81,True,False,4.4
690,22,18,False,False,1.8
691,265,80,True,False,4.0
692,928,85,False,False,1.8
693,898,27,True,True,4.0
694,239,36,True,True,4.9
695,342,97,True,True,3.5
696,664,117,True,False,4.4
697,914,138,True,True,5.0
698,979,86,True,True,4.7
699,334,140,False,False,1.8
700,681,141,False,False,1.8
701,206,71,True,True,4.8
702,930,122,True,True,3.9
703,263,101,False,False,2.0
704,262,84,False,False,1.2
705,647,27,True,True,4.7
706,892,143,True,False,4.5
707,188,24,False,False,2.0
708,500,111,True,True,4.4
709,832,57,True,True,3.5
710,143,83,True,True,4.9
711,962,69,True,False,4.3
712,358,39,True,True,4.3
713,152,27,True,True,3.7
714,372,64,True,True,4.2
715,190,74,False,False,1.2
716,589,128,True,False,4.5
717,319,61,False,False,2.0
718,520,15,True,True,4.7
719,695,24,True,True,4.5
720,354,59,True,True,3.9
721,102,64,False,False,3.3
722,219,22,True,False,3.6
723,27,24,True,False,3.6
724,35,137,True,True,4.6
725,922,24,True,False,4.9
726,814,129,True,False,4.0
727,577,139,True,False,3.9
728,833,63,True,True,5.0
729,456,111,True,True,4.2
730,893,141,False,False,1.8
731,10,53,True,False,4.8
732,454,95,True,False,3.5
733,247,9,False,False,2.6
734,783,131,True,True,4.9
735,419,26,False,False,1.3
736,103,132,False,False,1.9
737,323,146,True,False,3.9
738,301,37,False,False,3.2
739,799,80,True,False,4.7
740,620,150,True,False,4.8
741,20,69,True,False,4.3
742,151,7,False,False,3.0
743,836,30,True,True,4.5
744,449,127,True,True,4.0
745,561,79,True,True,5.0
746,300,93,True,False,4.5
747,721,97,True,True,4.6
748,338,57,True,False,4.7
749,902,147,False,False,1.4
750,354,115,True,False,4.5
751,216,35,False,False,1.4
752,897,113,True,True,3.6
753,285,64,False,False,1.3
754,554,5,True,True,4.5
755,321,4,True,True,4.8
756,580,30,True,True,4.8
757,648,31,False,False,1.7
758,417,125,True,True,3.9
759,627,13,True,False,4.1
760,158,91,True,True,4.0
761,538,67,True,False,4.6
762,982,78,True,True,4.0
763,842,105,False,False,3.4
764,51,77,False,False,1.1
765,903,66,True,True,4.1
766,714,15,False,False,2.3
767,739,66,True,False,4.8
768,688,128,True,True,3.7
769,562,28,True,True,4.8
770,357,66,True,True,4.6
771,260,107,True,False,4.0
772,281,147,False,False,2.6
773,301,11,True,True,3.6
774,625,14,True,True,5.0
775,527,10,True,False,4.2
776,25,43,True,False,3.8
777,346,28,False,False,1.7
778,438,23,True,False,4.3
779,840,18,True,False,4.8
780,114,61,True,False,4.1
781,332,125,True,False,4.5
782,185,33,False,False,2.4
783,593,148,False,False,2.6
784,648,137,True,True,4.5
785,997,10,True,True,4.9
786,952,108,True,True,4.9
787,78,146,False,False,1.4
788,903,144,True,False,4.5
789,166,33,True,True,4.7
790,570,99,False,False,1.3
791,117,107,False,False,2.2
792,140,2,False,False,2.1
793,159,148,False,False,2.9
794,633,11,True,True,3.6
795,456,38,True,True,4.5
796,130,107,True,True,4.3
797,683,36,True,False,4.2
798,659,94,True,False,4.8
799,260,122,True,True,3.6
800,274,2,True,True,4.5
801,177,53,True,True,3.6
802,424,57,True,False,3.8
803,169,41,False,False,1.2
804,311,10,True,True,4.5
805,489,22,True,False,4.8
806,992,95,True,False,4.4
807,108,88,True,True,3.7
808,135,128,True,False,4.8
809,965,15,True,True,5.0
810,861,57,True,False,4.1
811,514,28,True,True,3.7
812,148,54,False,False,3.1
813,196,143,False,False,2.6
814,786,2,True,True,4.2
815,541,114,True,True,4.6
816,864,137,True,False,4.4
817,949,43,True,False,3.6
818,831,122,True,False,5.0
819,423,6,True,True,4.2
820,104,33,True,False,4.7
821,724,13,False,False,2.3
822,861,51,True,True,4.8
823,709,3,False,False,2.2
824,243,45,True,True,3.9
825,187,68,True,True,3.8
826,917,20,True,False,4.5
827,892,107,True,False,4.9
828,800,54,True,False,4.5
829,452,36,True,True,3.7
830,374,48,False,False,1.7
831,389,69,True,True,4.8
832,891,60,True,False,4.8
833,388,89,True,True,4.4
834,6,147,True,True,4.0
835,10,89,True,False,3.9
836,493,140,True,True,4.5
837,196,54,False,False,1.3
838,847,84,True,False,4.9
839,200,42,True,True,4.8
840,609,139,True,True,4.3
841,120,22,True,True,3.7
842,147,44,True,False,3.9
843,672,150,True,True,4.1
844,951,53,True,False,3.7
845,871,48,True,False,4.1
846,711,21,True,False,4.7
847,559,101,True,True,3.5
848,654,105,True,False,3.7
849,419,123,False,False,2.6
850,322,139,True,False,4.5
851,111,40,True,True,4.5
852,396,75,True,False,4.9
853,326,27,True,True,4.9
854,433,117,True,True,4.3
855,980,71,True,False,4.8
856,908,45,True,True,3.6
857,605,67,False,False,2.8
858,943,8,False,False,1.7
859,342,37,True,True,4.6
860,625,70,True,False,4.4
861,127,95,False,False,2.7
862,809,122,True,True,4.4
863,61,116,True,False,3.7
864,614,138,False,False,2.1
865,90,76,False,False,2.5
866,237,131,True,False,4.6
867,501,108,True,True,3.9
868,398,129,False,False,3.0
869,738,44,True,False,4.7
870,727,104,True,False,4.2
871,88,100,True,True,4.4
872,60,96,True,True,4.2
873,880,16,True,False,4.2
874,80,81,True,False,3.7
875,998,35,True,True,4.6
876,357,22,False,False,2.4
877,488,108,True,True,3.6
878,393,42,True,False,4.0
879,159,139,False,False,1.3
880,152,87,True,False,4.8
881,687,21,True,True,3.7
882,483,80,False,False,2.0
883,746,130,True,False,4.7
884,71,11,True,True,4.6
885,847,133,True,True,4.2
886,490,56,True,True,4.1
887,979,54,False,False,3.1
888,822,131,True,False,4.4
889,591,63,True,True,3.7
890,520,21,True,True,4.4
891,630,16,True,True,4.2
892,527,117,False,False,1.4
893,773,92,True,True,4.6
894,413,47,False,False,2.5
895,652,106,True,False,3.5
896,927,122,True,False,4.0
897,47,11,True,True,3.8
898,108,128,True,True,4.0
899,797,12,True,True,4.0
900,480,92,True,True,4.0
901,964,79,True,True,4.7
902,6,148,True,False,4.4
903,226,82,True,True,4.2
904,650,21,True,True,3.9
905,531,146,False,False,2.6
906,109,140,True,False,4.0
907,484,84,True,True,3.8
908,651,25,False,False,2.9
909,449,89,True,False,4.2
910,949,106,True,False,3.9
911,76,142,False,False,2.2
912,842,39,False,False,1.9
913,714,52,True,True,4.3
914,61,82,False,False,2.4
915,893,132,True,True,3.7
916,691,75,True,True,4.4
917,954,76,True,True,3.9
918,844,114,True,False,4.0
919,993,107,True,True,4.5
920,750,134,True,True,4.9
921,496,134,False,False,2.7
922,766,148,True,False,4.5
923,999,41,True,False,4.7
924,987,116,True,False,4.5
925,215,44,True,False,4.2
926,883,35,True,True,4.9
927,621,92,True,True,4.0
928,649,130,True,True,3.9
929,539,126,True,True,4.7
930,246,63,False,False,2.4
931,461,91,True,False,4.3
932,336,91,True,True,3.7
933,704,63,True,True,3.8
934,789,20,True,True,4.5
935,558,5,False,False,2.1
936,749,106,False,False,1.1
937,652,14,False,False,1.7
938,575,140,True,True,4.6
939,604,114,True,True,4.1
940,163,141,True,True,3.6
941,859,109,True,False,4.1
942,733,6,True,True,4.0
943,824,37,True,False,4.4
944,279,30,True,True,3.7
945,782,7,True,True,4.0
946,277,144,True,True,3.6
947,143,140,True,False,3.6
948,712,76,False,False,2.1
949,977,99,True,True,4.5
950,345,13,True,True,3.6
951,585,78,True,True,4.5
952,479,8,True,False,4.8
953,453,116,True,False,4.7
954,644,28,True,True,3.7
955,747,122,False,False,1.5
956,460,76,True,True,4.1
957,498,33,True,False,3.6
958,69,119,True,False,4.6
959,564,134,False,False,2.9
960,839,127,True,True,4.1
961,681,59,True,False,3.6
962,558,103,False,False,3.1
963,385,73,True,True,4.9
964,501,117,True,False,5.0
965,982,114,True,False,4.4
966,667,13,True,True,4.7
967,928,141,True,True,3.8
968,119,142,False,False,1.6
969,865,16,False,False,1.8
970,514,34,True,False,4.0
971,995,138,True,True,3.9
972,851,99,True,False,3.6
973,928,108,True,True,4.8
974,29,39,True,True,3.5
975,816,69,True,True,4.7
976,859,60,True,True,3.9
977,251,130,True,False,4.7
978,323,15,True,True,4.4
979,475,113,True,True,3.8
980,53,54,False,False,1.8
981,574,33,True,False,4.8
982,678,21,True,True,4.5
983,158,9,True,False,4.5
984,845,12,True,True,4.1
985,98,76,True,True,4.9
986,841,25,True,True,3.8
987,219,123,False,False,2.4
988,90,52,True,True,3.6
989,250,5,True,True,4.2
990,908,118,True,True,4.1
991,227,45,True,True,4.5
992,207,17,True,False,4.3
993,255,121,False,False,1.2
994,993,29,True,True,3.8
995,17,25,True,False,4.5
996,960,10,False,False,3.4
